-- Shinedown
Attention_Attention,https://youtube.com/playlist?list=PLhQ__WZiNh3Voj-qWpZ2AB3cyTkk8EJhy
Threat_To_Survival,https://youtube.com/playlist?list=OLAK5uy_nmkUrYkhnjCjepbKe-7dCS1kbS2KDfthw
Sound_of_madness,https://youtube.com/playlist?list=OLAK5uy_maSbb1I_hp1AxAr_spzxIXBaaL_t-wFs0
Us_And_Them,https://youtube.com/playlist?list=OLAK5uy_kLps0YsrO-ge3WAvIm5n9wP__8xYdQQ5I
-- Architects
Meteor,https://youtube.com/playlist?list=OLAK5uy_kAuxiL2QNVtLeVvfqLwc2j474-L9Pngos
Holy_Hell,https://youtube.com/playlist?list=OLAK5uy_m7kuMpRGprucmiXcyOtonEdCTVm4pDl7s
All_Our_gods_have_abandoned_us,https://youtube.com/playlist?list=OLAK5uy_ncfV6gsBjXyer3e3SOaDSdb1_QGvSBbN4
Lost_Forever_Lost_Together,https://youtube.com/playlist?list=OLAK5uy_mjfSCPQdj90PqpHOqogiMFt_4qybmV1zA
Daybreaker,https://youtube.com/playlist?list=OLAK5uy_n3M4MFDDSmFbFMwI08V3banBAptO_nk88
The_here_and_now,https://youtube.com/playlist?list=OLAK5uy_kUON1_ssKEA7wpHeTiPawBcKsjwH_Ce90
-- Foxblood
Grief_and_mercy_sleep,https://youtube.com/playlist?list=OLAK5uy_nmjZ_-yMBr_AyyBXqdWLWWieISaYx2pr8
The_Devil_The_Dark_and_The_Rain,https://youtube.com/playlist?list=OLAK5uy_l-RiClH3vmAJGCfHfcRftZHRjLK3P1plw
Reprise,https://youtube.com/playlist?list=OLAK5uy_lQ1qv-ti7QuD4DyhZcgY8ZYYca0fGkgdA
This_town_needs_guns,https://youtube.com/playlist?list=OLAK5uy_ngghvOTHWWzE9YR1JZtpyGk-Xnb3PI-1A
-- Against the current
Fever,https://youtube.com/playlist?list=OLAK5uy_kR2N5jnVmefL8S8sq40kHfH2oFgIGG4NE
In_our_bones,https://youtube.com/playlist?list=OLAK5uy_mK1rg4uA9VyLFMfVEcovIWsOCyMQBkR3Y
Past_Lives,https://youtube.com/playlist?list=PL4eUu7iKotdZmxJTr53tVT0OtHUcDJB4c
Gravity,https://youtube.com/playlist?list=PLVblLQwRzdW2IWhDNvfJPhSYguSN7BbB3
Infinity,https://youtube.com/playlist?list=PLH7TZe-oTHGV91NGerZifUd7Z1mCpTBv9
-- Grey Daze
Amends,https://youtube.com/playlist?list=PLN18IemGQLuX4Eio0j9euSWDHRHwXnzoR
-- Asking_Alexandria
See_whats_on_the_inside,https://youtube.com/playlist?list=OLAK5uy_m9F_MSby0GdaU5IeCAZ49YibtsBIy0yhE
Like_a_house_on_fire,https://youtube.com/playlist?list=OLAK5uy_kHCaqcH_ryDrjwoxkPIh9L73QfCMzmg4o
Asking_Alexandria,https://youtube.com/playlist?list=OLAK5uy_mrwIWIZLv3R0t4_omcgjgskUn35ha7BSo
From_Death_To_Destiny,https://youtube.com/playlist?list=OLAK5uy_ld0_iQoAvDhQ_VOnreTbWOv9YwUvSvoSg
Reckless_and_Relentless,https://youtube.com/playlist?list=OLAK5uy_kd4Uy0GVwBJQ4H18fMRXTkjEA3EI_6sOI
Stand_Up_and_scream,https://youtube.com/playlist?list=OLAK5uy_m8s9kZ854lOnyVF7NwYgEnRvYLrIxW7dc
-- Dankmus
Dankmus,https://youtube.com/playlist?list=OLAK5uy_n_OgKE78VPtxkYLxbITwJmFuYJp94f25g
Dankmus,https://youtube.com/playlist?list=OLAK5uy_nK40ICcwt1G8jAbdd9OuiGCOvogvxtqk4
Dankmus,https://youtube.com/playlist?list=OLAK5uy_kCu2ef7LKIGcxTvvzgZB8sd0drom7cpNY
Dankmus,https://youtube.com/playlist?list=OLAK5uy_ksuskARLIkLbvlE8V9FEKlOCL5rUZEkho
Dankmus,https://youtube.com/playlist?list=OLAK5uy_miJ1Q0VGNzHZ1G0Gurv0YhKZeo7AAo7o8
Dankmus,https://youtube.com/playlist?list=OLAK5uy_ken6c1gZMD4QuFuoMOMgFitFpwDzhRuTk
Dankmus,https://youtube.com/playlist?list=OLAK5uy_mWZzcBNvNE2Kq5bXHsF2THfD4k_GCeAqU
Dankmus,https://youtube.com/playlist?list=OLAK5uy_kIbvL1InOrW9TANW_uMshtQFBdAbMVNR8
Dankmus,https://youtube.com/playlist?list=OLAK5uy_kvBh6QvFo9IaZGKJBIldjPhGYnYs98Spo
-- The Amity Affliction
Like_Love,https://youtube.com/playlist?list=OLAK5uy_l3LQRxQ1RG2u5nuVdacn304E-2mgRZa2k
Everyone_lovea_you_once_you_leave_them,https://youtube.com/playlist?list=OLAK5uy_k25LfPO_j5PYyWrRdgbAcNmzPqkhuu5as
This_could_be_a_heartbreak,https://youtube.com/playlist?list=OLAK5uy_lt-SPcwPlEtLGn8eZGXXEmyFAiPg1Sqa8
Let_the_ocean_take_me,https://youtube.com/playlist?list=OLAK5uy_kUPaUjN1gQF82oIueO57-I6WzsZK5dNSs
Chasing_ghosts,https://youtube.com/playlist?list=OLAK5uy_lkGEgUhdUCQdKqXHSWwvpwQDSzDtP_dxE
Glory_Days,https://youtube.com/playlist?list=OLAK5uy_lx7q8NvTrEhLuoOLlXzEL3G59SUmSJ_Rw
Youngbloods,https://youtube.com/playlist?list=OLAK5uy_luoGAQ9qh3V7C1qYQPzCgYEjYwmGdXoBY
Severed_Ties,https://youtube.com/playlist?list=OLAK5uy_mPndMqbLIZVvUCuXRkol38uRt1oBqPUl8
Misery,https://youtube.com/playlist?list=PLTJQLTbzh_atJj3uZcpv_GA10tQZko_cF
-- Linkin Park
One_more_light,https://youtube.com/playlist?list=OLAK5uy_nP5MPYwON84r-9OMGg102ZAGt8SUARRew
Hunting_Party,https://youtube.com/playlist?list=OLAK5uy_nP5MPYwON84r-9OMGg102ZAGt8SUARRew
Living_things,https://youtube.com/playlist?list=OLAK5uy_keuUXoMTupYNEeqgTBnbkAyVrmOQ_EIX8
A_Thousand_Suns,https://youtube.com/playlist?list=OLAK5uy_m-5_3c_BKPYJRzTmZqBVlUOLYGoraPg7Y
Minutes_ro_midnight,https://youtube.com/playlist?list=OLAK5uy_lvy-dvWjyT3J9mL2yOgF52IkcZ2z3OySk
Meteora,https://youtube.com/playlist?list=OLAK5uy_nAZAs495Fuv7ij62C3N50Ga7TAp60sq0w
Hybrid_Theory,https://youtube.com/playlist?list=OLAK5uy_lSMQPNivp-Z7pyTLWNVS5Po6aXRFqYR7U
